title,artist_name,track_mbid,date,length,genre_dortmund,genre_rosamerica,genre_tzanetakis,sad,happy,party,relaxed,acoustic,danceable,tonal,bright,instrumental,decada,longitud_titulo,pca_1,pca_2,pca_3,pca_4,pca_5,cluster,anomaly
For Heaven's Sake,Wu‐Tang Clan,1afc8de8-3a52-41ed-804b-f60e6e1dbedf,2004,3.0079999288,Electronic,Jazz,Jazz,0.491126179695,0.142820939422,0.312952280045,0.694588899612,0.782708346844,0.608752310276,0.254563421011,0.0116144726053,0.00874588917941,2000,17,0.20469418031136408,-1.0153708474471008,-0.04861312341002389,-1.6693824638736614,0.9386611234699599,1,1
Alec Eiffel,Bunnies,0a91f404-0afb-4f86-9385-09a9262cea05,2007,4.1007891337,Electronic,Rock,Jazz,0.223656222224,0.515451610088,0.650411963463,0.0539727248251,0.00899887364358,0.054967135191,0.573466181755,0.703662872314,0.606998085976,2000,11,-1.4722594200705035,0.8218720826323409,0.24705397729920012,0.2986498406478668,-0.6142829993451024,0,1
Child of my Kingdom,Arthur Brown,0c1b0aa4-f92b-48b1-9d52-0e7e589759b1,1991,7.0356460571333335,Electronic,Rhythmic,Jazz,0.479388952255,0.425076037645,0.072808124125,0.820008039474,0.897160232067,0.201458856463,0.965087294579,0.92195558548,0.787579238415,1990,19,2.117711615117286,0.2000712353083943,-0.48109600348484965,1.5302645775062111,-1.2012162829464619,1,1
BIPP,SOPHIE,1acaa874-9c0a-4015-8c4f-1e4833811536,2015,3.010467020666667,Electronic,Rhythmic,Jazz,0.381684094667,0.19064719975,1.5778654415e-05,0.811433196068,0.0955903604627,0.999999880791,0.0031082299538,0.0128071876243,0.988933861256,2010,4,-0.8431448880397807,-2.55368090363922,-0.21439046946764292,-1.1458395145317872,-0.9770205182908164,0,1
Analysis Paralysis,So Many Dynamos,0e143883-9cd7-4adc-b06e-25e8cfd07b59,2015,4.096666717533333,Electronic,Rhythmic,Rock,0.366812318563,0.029874516651,1.57784197654e-05,0.808817088604,0.0955903604627,3.00000096379e-14,0.400539219379,0.0233446359634,0.601150155067,2010,18,0.2893394657341558,-2.2139610941670047,0.0637367338287127,-0.6366876469165232,0.10879852023283448,1,1
"Hamburger Steak, Holiday Inn",Hank Williams Jr,0afdf960-f277-4f8d-bbd0-ea336b131b71,1988,2.9749114990166663,Electronic,Pop,Jazz,0.67586928606,0.941442489624,0.204630360007,0.0250259321183,0.857596814632,0.580954670906,0.999005258083,0.996042609215,0.00258277938701,1980,28,1.0837743656884813,3.1755553921747377,0.539921561531929,0.6385064051347831,0.5783638592686844,1,1
My Baby Just Cares for Me,Jimmy Barnes,1b2e3554-cd53-4d5d-8139-7b71a8d97da2,2009,3.70285720825,Electronic,Rhythmic,Jazz,0.616815745831,0.445733219385,0.246237069368,0.784007847309,0.745962023735,0.954034566879,0.280810534954,0.880602896214,0.00317029515281,2000,25,0.5571809346348364,0.04790717791930226,0.8388289381601097,-0.23579011782394282,0.6778347325068,1,1
Behind Closed Doors,Charlie Rich,1be54402-1c5f-4e43-941a-bb081d73c1f5,1993,2.9278910319,Folkcountry,Classic,Jazz,0.960859358311,0.0803255215287,0.0155726028606,0.997348427773,0.979330658913,0.0339029468596,0.558271288872,0.15052883327,0.00754698039964,1990,19,2.9951779565339245,-0.7056319906858933,-0.2857804804091148,-1.7579154833490662,0.9669263679269788,1,1
The Truth Is Out There,S.I.O.D.,0a202615-5532-4d8a-bd09-53024d7db4b0,2013,9.481731160483331,Electronic,Hip-Hop,Jazz,0.339887231588,0.076622903347,0.8844794631,0.0934655219316,0.0102037657052,0.997741878033,0.173009887338,0.536906778812,0.999999940395,2010,22,-2.7348661527905955,-1.8788766817332503,-0.7419751535032517,1.996119876146742,-0.8915837042540403,0,1
Lonesome For You,The Carter Family,0fe87714-fa48-47d0-8ecd-7b15c31223ef,2002,2.812517038983333,Folkcountry,Classic,Jazz,0.932277143002,0.38312959671,0.00987627264112,0.88993960619,0.990949749947,0.0253497697413,0.949471712112,0.98404955864,0.112387664616,2000,16,3.2132725410123535,0.6649669124336028,1.3751912901224461,-0.5329222088993453,-0.06215253392479649,1,1
The Spark That Is Us,UFO,0e95818f-6960-4172-8908-f8f27680a37b,2004,4.197877502433333,Electronic,Rock,Jazz,0.110896162689,0.130807876587,0.721933782101,0.0459797047079,0.0118133798242,0.612941920757,0.00431582471356,0.0188185088336,0.131124839187,2000,20,-2.8349706516688093,-0.6417316465571739,-0.7306602740445776,-0.8844063337324716,1.005651538372354,0,1
Little Red Rooster,The Doors feat. John Sebastian,01e1bc0b-2317-4f44-9941-144dc8a30ad9,1991,7.088761901850001,Electronic,Pop,Jazz,0.354885190725,0.309031873941,0.215397015214,0.565905869007,0.37391987443,0.171739786863,0.529709160328,0.96888422966,0.808659374714,1990,18,0.5988218778645924,0.017369937313233212,-1.0027932913194784,1.3238537827813541,-1.0272975103984918,1,1
Uns sind die Sterne egal,Die Prinzen,0e982fa4-33bb-422b-bd97-fe2c67d3b501,1996,3.0824490865,Rock,Rock,Jazz,0.181487351656,0.846509337425,0.603655040264,0.0484016761184,0.0579498074949,0.749541044235,0.998584032059,0.648065209389,0.000686354527716,1990,24,-1.7788453013487509,2.537084966278139,0.49469323072486177,0.5633635639184305,0.3954478692297942,0,1
Turn Around,Borgore & Dan Farber,0e79e4f7-af81-4be9-a6cc-8f8d22e03755,2014,3.602721150716667,Electronic,Rhythmic,Pop,0.715453207493,0.210682868958,0.0805312395096,0.859559953213,0.0208233278245,0.832287371159,0.00566272437572,0.00192150112707,0.0992474481463,2010,11,-0.3940106883511949,-1.9810187402500115,0.33157486000106473,-1.7499654507855105,0.38349703640231836,0,1
Love Is Enough,Jimmy Barnes,0fa379a3-a952-4a47-92f8-e08086df7fd5,2014,3.8099591573,Electronic,Rock,Jazz,0.0894231051207,0.909051537514,0.783243596554,0.0742465928197,0.0050509525463,0.975146949291,0.841842591763,0.972931206226,0.333277761936,2010,14,-2.7267592829469978,1.7933931017671236,1.6203519455177926,1.042164193085151,-0.7575112192720898,0,1
The Pusher,UFO,0c352b68-92dd-49af-8477-8fc3497faf53,2017,4.929306030266667,Electronic,Rock,Jazz,0.194816827774,0.097565151751,0.825274765491,0.125317171216,0.0703468695283,0.474954336882,0.168129101396,0.360419660807,0.0776939466596,2010,10,-2.5643823078721675,-0.6904392878545146,0.38268546764355527,-0.7871481419544211,0.15697876092756188,0,1
Just A Girl,No Doubt,1b6f3997-4f3d-42f5-bd63-c8b1d208a02a,2020,3.4738502502500004,Electronic,Rock,Jazz,0.0959548428655,0.616011083126,0.721581995487,0.115926124156,0.080811701715,0.775851905346,0.665611207485,0.895572185516,0.203550249338,2020,11,-2.532242315436534,0.8750759770029642,1.9794982406232478,0.2981705018603936,-0.5424675937917351,0,1
Greedy Soul,Liam Gallagher,0b866017-a9fd-49db-b426-de87f28aa7a2,2020,3.5835645039833333,Electronic,Rock,Jazz,0.0510925576091,0.0594086833298,0.933583021164,0.00969683565199,9.3128064691e-06,0.58107149601,0.0217464007437,0.0356112569571,0.00367410597391,2020,11,-3.5776682883435735,-1.1241705844872456,0.6482694044748802,-1.4195797116296098,0.7121900842754226,0,1
Bulldog,Arakain,1c2c9770-8cfd-4d19-92b5-6b1179d082db,2001,4.503999837233334,Electronic,Rock,Jazz,0.0952992811799,0.0258308202028,0.816808283329,0.541496038437,1.11942154035e-06,0.859887719154,0.401268959045,0.186916425824,0.264652788639,2000,7,-2.410439663542147,-0.7425297816155411,-0.6441276772553526,-0.8787859278516894,-0.3753237269861988,0,1
Mandolin Rain,Bruce Hornsby,0dbfd6aa-e20c-4bea-9c14-2f9291e91730,1988,5.022476196283334,Electronic,Classic,Jazz,0.654695212841,0.609001994133,0.0202787984163,0.940229296684,0.940586209297,0.150226786733,0.998541235924,0.999999523163,0.209999755025,1980,13,2.7612328478203234,1.473732644074066,-0.08713300705793343,0.23512836793665876,-0.736437906765464,1,1
For All Seasons,Lemongrass,0f046a35-73ea-49cc-aa62-b9a8f386dcda,2011,5.145686848966666,Electronic,Rhythmic,Jazz,0.587634921074,0.193936094642,0.0612573437393,0.98328512907,0.471287220716,0.0883014053106,0.218579143286,0.000746091245674,0.951716065407,2010,15,1.0654360185713045,-2.671328862572845,-0.33920737086968683,-0.39117111730157234,-0.3496482649665903,1,1
Heavydirtysoul,GnuS Cello,1bac8221-e22b-4342-a45d-7d707ddca847,2018,4.073360443116667,Electronic,Pop,Rock,0.328615069389,0.0723041146994,0.776905238628,0.415103048086,0.0239117853343,0.994545459747,0.0352989807725,0.339693903923,0.626747071743,2010,14,-2.3997743329147148,-1.6064075419525248,0.04795598234514659,-0.4513905393852351,-0.13419222143587684,0,1
Regret (F/Ludacris),LeToya Luckett,0b539c7c-b5e1-4807-8955-651f164f71ae,2009,4.089469401033333,Electronic,Hip-Hop,Jazz,0.332179754972,0.52698892355,0.728098452091,0.261650592089,0.0523369461298,0.997034788132,0.0199594851583,0.729460835457,0.298702865839,2000,19,-2.307378217041156,0.27537841567069954,0.12600137008618947,-0.010980347824789667,0.27585787760291725,0,1
She Talks To Angels,Shinedown,0dcc54dd-6b2f-45b8-ab39-180d1ebfc1ae,2019,5.074721272783333,Electronic,Rhythmic,Jazz,0.415286630392,0.607178390026,0.12593588233,0.743057608604,0.739998281002,0.543130517006,0.959372282028,0.919103562832,0.00290438183583,2010,19,0.8108942342904193,0.4376259144278859,1.9656335031766157,0.6249770501622074,-0.2991496651061728,1,1
Your Love Amazes Me,Andy Childs,0ab2373c-0479-4b4a-8b64-9c1a8341c30a,1993,4.3393330892,Electronic,Rhythmic,Jazz,0.528289496899,0.42297026515,0.112722948194,0.964250504971,0.798885703087,0.680215477943,0.220379114151,0.884506642818,0.0759632065892,1990,19,1.2233540718823952,0.22448255078675614,-0.25118152284600714,-0.4571837986898299,0.2556780741757413,1,1
Watered Down Whiskey,Christie Lamb,1af76d5b-1c2b-4825-8bb8-3076077fb60f,2014,3.7764353434166655,Electronic,Pop,Jazz,0.876483201981,0.481808364391,0.0285300351679,0.943595707417,0.892664968967,0.121432781219,0.700464725494,0.682902693748,0.0124450996518,2010,20,2.4356284110034836,-0.27746232455500885,1.6998772365487804,-0.5012310062869103,0.4243447392343116,1,1
Tarantella (Chicco Secci Hurricane Mix),Chicco Secci,0d8f8427-b084-40c0-b57e-f20116f4426b,2010,7.731809488933334,Electronic,Dance,Metal,0.362263590097,0.733027875423,0.17270565033,0.720124900341,0.0132071627304,0.998858809471,0.1104786098,0.968827605247,0.999990820885,2010,39,-0.8901114542882768,-1.0768155611823071,-0.011367657223718686,2.750135758390451,-0.16262573347447848,0,1
Francine,ZZ Top,00f8978c-3fd2-4414-a96f-56327e1d035a,1987,2.897850290933333,Electronic,Pop,Jazz,0.146768644452,0.726172029972,0.261301696301,0.174815744162,0.151526153088,0.0362184420228,0.995881915092,0.990109145641,0.0154901286587,1980,8,-0.22205701900681368,3.0550947981361603,0.05033263288601395,-0.16132431496002358,-0.581730405668551,0,1
mi gi dem (i give them),Burning Spear,0b89c255-8b63-4e48-8d54-e940caa9108a,2005,3.98759180705,Electronic,Dance,Jazz,0.229998528957,0.646289050579,0.818556964397,0.225665509701,0.0534192509949,0.993501007557,0.863787949085,0.996786415577,0.320733934641,2000,23,-2.02215144179236,1.6170872185539675,0.8357586024928918,1.1712834795327913,-0.2328455349152912,0,1
Broken Hourglass,good-cool feat. 久保田修,0cdf698f-eed0-4154-ae9e-bb6828c62d49,2017,5.136222330733333,Electronic,Rock,Jazz,0.336595386267,0.483986258507,0.466244220734,0.450637161732,0.394537806511,0.793190836906,0.964831113815,0.90991294384,0.996237814426,2010,16,-0.5428867943686985,-0.1166901824106404,1.0906447407564186,1.6345692318079235,-1.4969859839055004,0,1
Defune,Lily Laskine;Jean-Pierre Rampal/Jean-Pierre Rampal/Lily Laskine/Akio Yashiro/Michel Galsoon,0ee760a2-faa8-489c-b71b-f1c3473bdff9,2003,5.652222188316667,Electronic,Jazz,Jazz,0.741437077522,0.178935468197,0.000351492257323,0.99505096674,0.999014437199,0.00366360717453,0.96586149931,0.446787387133,0.995395839214,2000,6,2.8853020535436635,-1.3262165315928123,-0.020819649499814113,0.1690226552358626,-1.6354062106614147,1,1
When The World's On Fire,The Carter Family,0a1305fd-bc32-487b-a6cc-2fe527e0de42,2002,3.1629931132,Folkcountry,Classic,Jazz,0.758626818657,0.852315247059,0.0323287025094,0.800087749958,0.971891224384,0.085547581315,0.932152926922,0.999985098839,0.243480056524,2000,24,2.624689715804246,1.342070549434615,1.44754104523813,0.4036316741741433,0.1718765077203414,1,1
No-w Here,Nils Frahm,0bb719bb-1ab7-4529-8282-db4683dade25,2005,6.095599873866666,Electronic,Rhythmic,Jazz,0.331109076738,0.0422065556049,0.0397744551301,0.988574743271,0.443172633648,0.730818331242,0.0440297611058,0.309466034174,0.999998927116,2000,9,0.16424326161395203,-2.531800377577285,-1.1409279607911436,-0.13644201497292735,-1.1579365606927057,1,1
Nate Growing Up,Labrinth,1ba9361e-3d55-450b-a207-094a31cfb5b3,2019,2.5656598409,Electronic,Rhythmic,Jazz,0.490966528654,0.0396959967911,0.307413816452,0.894217371941,0.278236955404,0.209500730038,0.0338626876473,0.0136375771835,0.810227751732,2010,15,0.03887250977933901,-2.559746013440444,-0.0035244139471639424,-1.2963817027782596,0.24302224134167433,1,1
African Roots,Johnny Clarke,0ed5338f-f59f-492b-9b57-c1b78631c080,1976,3.31580963135,Electronic,Hip-Hop,Jazz,0.308407992125,0.291564077139,0.175155445933,0.857782006264,0.544836640358,0.901115000248,0.295414447784,0.5,0.83885872364,1970,13,0.4723560051931476,0.14293794688384817,-2.3064468513031744,-0.45118065322635664,-0.6526895089492203,1,1
David Guetta Featuring Chris WILLIS-Love Don't Let Me Go,David Guetta,0fe555bc-70c4-4467-bb34-78e5eee289e1,2020,7.3007888794,Electronic,Dance,Jazz,0.271731197834,0.176087394357,0.789782762527,0.422066748142,0.0193962194026,0.999533891678,0.0925236716866,0.905009567738,0.961387097836,2020,56,-2.1628935445932314,-1.8989644053319863,0.2642936668075503,3.067112079990449,1.1476141084794589,0,1
Hard Luck Story,Whiskeytown,0cff6a50-5d57-4a4d-a186-ef0b9c3d4135,1995,2.1241905212333334,Electronic,Rock,Jazz,0.109154105186,0.901936352253,0.766571879387,0.0427519418299,0.109090216458,0.47151517868,0.965601205826,0.999999046326,0.0806030929089,1990,15,-1.7104224700017496,3.230371096085106,0.7423606134087171,0.27980574893093074,-0.1347588445384664,0,1
Fastlove,George Michael,00f05749-eecb-4b60-a69d-4c5ee7ee267c,2006,5.4778772989833335,Electronic,Dance,Rock,0.428781270981,0.169540047646,1.46284046423e-05,0.808817088604,0.00402482924983,3.00000096379e-14,0.81925201416,0.98781722784,0.146988719702,2000,8,0.8673072618004561,0.04372955181098743,0.5961746241509844,0.011939901179236226,-1.0136153630490206,1,1
Suppose I'm A Catholic,Dallas Crane,0ccb2dc5-555e-4235-9308-a4c2bc80ed19,1998,2.377578226733333,Rock,Rock,Jazz,0.20686750114,0.944075226784,0.525285840034,0.0886234045029,0.0475821979344,0.285264343023,0.749234497547,0.258454889059,0.0442434288561,1990,22,-1.5037290661933975,2.061715950429671,0.22740270035357638,-0.2326402664335617,0.8371182672707648,0,1
Stars Under The Sun - Vocal Mix,Mykel Mars Vs System B,1a01c27e-553b-4db9-a2b9-83695ce53876,2013,6.320326741533333,Electronic,Dance,Jazz,0.204720795155,0.0895710587502,0.968637108803,0.23168335855,2.33816012951e-06,0.999982535839,0.0608449950814,0.711958944798,0.878513991833,2010,31,-2.8339956903627064,-1.3465343383491672,-0.3504055463859804,1.5004214058019287,0.11687293173682749,0,1
High,Guano Apes,0e47606c-62a0-448d-8733-c782be2cdd2f,2003,3.394176991783333,Electronic,Rock,Jazz,0.0508272461593,0.333477795124,0.670676290989,0.00555226299912,0.00459107197821,0.048721909523,0.370476871729,0.0533587299287,0.0179467666894,2000,4,-2.325100153713783,0.40912089341629654,-0.16264088870891621,-1.4941937652957482,0.170802677153173,0,1
Hostiles,Damon Albarn,0a998a64-c93a-49b7-9914-f0cf6cbaf472,2014,4.173061116533334,Electronic,Pop,Jazz,0.691807985306,0.00993736833334,0.10045953095,0.861390113831,0.929539501667,0.812605202198,0.965869188309,0.70797932148,0.634495854378,2010,8,1.6632849027521512,-1.1995763441506255,1.178094396260162,-0.08622631569720944,-1.3493154369127425,1,1
Time Is Tight,Booker T. & The Mg's,1c9e6b8e-11c7-4aab-bcf0-d53047a3f6a9,1998,11.317550659183333,Electronic,Rock,Jazz,0.351143270731,0.129263013601,0.438148349524,0.268177419901,0.0802289322019,0.346847832203,0.0396948680282,0.994779586792,0.999999940395,1990,13,-0.9473640202836332,-1.110969908722241,-1.9023706437095522,2.098161986456081,-1.7235955006037065,0,1
Destroid 1 Raise Your Fist,Destroid,0c7a8b8c-1473-4469-a25c-f248a2ac591e,2013,4.7198913574166665,Electronic,Dance,Jazz,0.0933087021112,0.162750795484,1.57784197654e-05,0.808817088604,0.095585487783,3.00000096379e-14,9.13960377602e-07,0.000860514177475,0.0109237451106,2010,26,-0.5634168228953651,-1.9050037559138366,-0.05663074522684928,-0.8998871263028978,1.3291760557751509,0,1
Poor Marcus,Johnny Clarke,00f52c90-3452-44d1-8b75-714cca71f578,1994,3.5874829610166667,Electronic,Hip-Hop,Rock,0.212902352214,0.601629972458,0.908601999283,0.912761271,0.018617529422,0.949452877045,0.077377051115,0.0603340081871,0.0293497499079,1990,11,-2.2394093861099127,0.0660948830908946,-1.0024983301511308,-1.3836784108163267,0.5015625031975947,0,1
Soap Shop Rock,Amon Düül II,1a41082d-7586-427c-b8e8-537a9b4d1ae4,1973,7.600761922199999,Electronic,Classic,Jazz,0.375149279833,0.393698394299,0.114425912499,0.542323410511,0.865570008755,0.0645724013448,0.998651504517,0.783133924007,0.567248880863,1970,14,1.8423365675162222,1.260887003154665,-1.8363605785263757,1.1274135260292992,-1.2013007280426533,1,1
Cinema (feat. Gary Go) (Styles & Modulate mix),Benny Benassi,0b4d8fab-5e07-4c98-9e40-8ca74dbccb4c,2012,2.046693929033333,Electronic,Dance,Jazz,0.128002271056,0.860799729824,0.638542890549,0.802345633507,8.56101647906e-11,0.999999880791,0.984439134598,0.947895109653,0.148465454578,2010,46,-1.400899069167149,1.3651646619994844,1.8213440422911018,1.5775223024322025,1.3141739247501174,0,1
Le Gang,BB Brunes,0cc76025-fe2f-4ce0-a7de-a2d62a1f20f0,2007,3.8595919291166663,Electronic,Rock,Jazz,0.170017957687,0.394151836634,0.577753961086,0.131847932935,0.0173753704876,0.544970571995,0.809166014194,0.67545068264,0.945427775383,2000,7,-1.6123533899151128,0.4288702051687129,0.15077982954026214,0.607182700486854,-1.488595994048412,0,1
The Shock of the Lightning,Oasis,0c43f310-7bf5-406b-a2d9-9962df6b81d8,2010,5.073560078933334,Electronic,Rock,Jazz,0.230091124773,0.407419681549,0.704784572124,0.0562293790281,3.12118203283e-07,4.4019322909e-11,0.196392923594,0.601692080498,0.0196355562657,2010,26,-1.8993982244282235,0.23527072393494375,0.5241691497638554,0.14991309373873582,1.0689418403783482,0,1
Doctrine Of Creation,Johannes Heil,1a3771bd-c81a-4c8a-a876-8db0744e5291,2001,5.476889038083333,Electronic,Dance,Rock,0.374967038631,0.443787544966,1.37124334287e-05,0.808817088604,0.00278429151513,3.00000096379e-14,0.0605676695704,0.12571759522,0.369135975838,2000,20,0.034696914012651375,-1.247920358088572,-0.7462824737077779,-0.43179067259701936,0.45761611751675046,0,1
Helter Skelter,U2,0d554058-737c-4a50-b1cc-3ac10f7153ee,2005,3.1412244161,Electronic,Rock,Jazz,0.176805377007,0.684612572193,0.605984807014,0.045812856406,0.0134391998872,0.00397495133802,0.952024042606,0.582028746605,0.000651081267279,2000,14,-1.3936552532889657,1.910036986909178,0.9755234059342298,-0.11089731259037472,0.09501480257651743,0,1
"Tattle O'Day (Unreleased, Self Portrait)",Bob Dylan,1c7e8a59-6b6f-4709-954c-16ede5828f63,2013,3.81736043295,Folkcountry,Classic,Jazz,0.830236792564,0.491707861423,0.0416430011392,0.5,0.990791738033,0.0198132917285,0.935139775276,0.996136963367,0.00160023965873,2010,40,2.4601472636580457,0.6342954708127531,2.0752599626687207,0.864229795258754,1.3120862791980248,1,1
Kim,Max Roach,0cbecdc3-1d74-4d77-b660-1b8b73e2c426,1997,2.99755096435,Electronic,Jazz,Jazz,0.544613480568,0.360166966915,0.0221291650087,0.913353443146,0.992611587048,0.025508319959,0.697459697723,0.945179104805,0.826772451401,1990,3,2.5503022440661844,0.24861453903427452,0.0047920625823033285,-0.4610663311127995,-1.4210719989075529,1,1
Everybody Rise Again,Busta Rhymes,01aefd85-9806-4ea2-ac1b-b6d6acaa8e8a,2004,4.226666768399999,Electronic,Hip-Hop,Jazz,0.223276406527,0.0468763299286,0.727576196194,0.0126397442073,0.0945392176509,0.963764667511,0.107723876834,0.379613012075,0.130777284503,2000,20,-2.6561007423007026,-0.33458955180119393,-0.39440150719017086,-0.5242194695722517,0.654977585390882,0,1
Neon Knights,Black Sabbath,0e8c9144-bd63-4cd6-9ed8-2d39690c0f87,2009,3.88876190185,Alternative,Rock,Jazz,0.295661658049,0.890068352222,0.611337125301,0.720380008221,0.0526318401098,1.52883330884e-05,0.945272922516,0.183075577021,0.0141151016578,2000,12,-0.69821616020946,0.989080576611802,0.8243133348713685,-0.40586927261475253,0.07444512641154397,0,1
T.N.T.,Udo Dirkschneider,1a5fb684-d002-476a-a686-0c98cd302c6d,2022,3.8023999532,Electronic,Dance,Jazz,0.0790429338813,0.524979114532,0.88220256567,0.019416609779,1.77091114892e-05,0.998132884502,0.0926932021976,0.272985637188,0.69226205349,2020,6,-3.719241330090941,-0.7583956759883984,0.7678463382981077,-0.27372409655590585,-0.6398120510695131,0,1
"Malkari Song ""Centipede""",Various Artists,0cfc1591-427e-4b35-bedf-d35960f5299a,2007,0.5903673172,Jazz,Classic,Hip-Hop,0.585744857788,0.996793568134,0.0411489233375,0.533862769604,0.952289700508,0.0466121844947,0.247475787997,0.760551631451,0.884365141392,2000,24,1.6577843109761632,0.7405213473275757,0.8675250602347988,-0.1575492632964858,0.4545763940280075,1,1
Back Clack,Brian Eno,01adbc94-6e5f-44f2-8507-ebd2e7ecc88b,1997,3.334095255533333,Electronic,Rhythmic,Blues,0.613727152348,9.54710048973e-06,0.00716913351789,0.821106314659,0.961980938911,0.32620537281,2.86411409434e-06,0.00257699983194,0.997307538986,1990,10,1.641211840712456,-2.1393556414618895,-1.4939843105907753,-1.4135766322722076,-0.28107933738794316,1,1
Grand Central Station,Dave Liebman Quartet,0b759eeb-02a3-40e8-a650-ec71976dbb7e,1992,4.834829711916667,Electronic,Jazz,Jazz,0.724800884724,0.154143661261,0.039548613131,0.835216403008,0.985472381115,0.205915793777,0.42980414629,0.791899681091,0.965184688568,1990,21,2.5449913780563764,-0.7986939993566667,-0.8513907617402388,0.3955022844247828,-0.4891020054893939,1,1
Dienstag: I. Akt (Der Jahreslauf). Schluß-Akkord,Karlheinz Stockhausen,0f35c393-d588-4df7-a5bf-7b2b308a00cb,1996,1.365333302815,Rock,Classic,Jazz,0.229060262442,0.0317007489502,0.164841786027,0.536919176579,0.410060018301,0.977275729179,0.894268095493,0.730354487896,0.777421653271,1990,48,0.21175965300375632,0.09482312859318812,-0.2636700849139282,1.2053366293835364,1.0690776328456633,1,1
Anyone / I Love How You Love Me,Roxette,0c8b53b8-f9d6-4357-8e75-769e6a4fea44,2006,4.2148572286,Electronic,Pop,Rock,0.658473074436,0.903132021427,0.128649130464,0.940124392509,0.7985689044,0.377118378878,0.97310423851,0.79717361927,0.0656974315643,2000,31,1.8497159756568287,1.0430554519334583,1.3802081221234686,0.7900524137008211,0.5937879420321256,1,1
Puto (M+M Electronica dub),Molotov,1a28fe03-87fd-4ce5-ad93-d150448f1be1,1998,4.7764897664333335,Electronic,Dance,Jazz,0.116501830518,0.576061666012,0.913419723511,0.0385820418596,0.00541979633272,0.999750673771,0.232877761126,0.831586301327,0.0500124022365,1990,26,-2.9645370383292238,1.492411951173383,-0.36919816955274287,0.5854947957570374,0.6758358017221218,0,1
Mis Amigos,The Dandy Warhols,0d599d88-8720-4b95-8e85-d5e4f63552d6,2008,4.5209253947,Electronic,Rock,Jazz,0.165489509702,0.732425928116,0.44536447525,0.093659594655,0.0228979736567,0.0165176670998,0.945151567459,0.996061682701,0.0698685050011,2000,10,-1.0516148140164643,2.0594248918620814,1.1859526037037038,0.513273872425661,-0.6714375074009493,0,1
Mire Amigo,Alfredo Zitarrosa,1c7dbdf7-f771-41ec-ae32-680f73876dae,1967,2.18035380045,Blues,Classic,Rock,0.494883298874,0.0453167520463,0.5,0.458915054798,0.400725096464,0.0736585184932,0.0204659495503,0.876556873322,0.0113926790655,1960,10,0.580421470441981,1.7159113572331595,-2.3793517868870593,-1.9316102341236336,0.5512494699091101,1,1
"Let's Call The Whole Thing Off (From ""Shall We Dance"")",Fred Astaire,0afc4473-0e21-4cce-a4ac-0c4caaf1e6cd,2000,3.270530700683333,Electronic,Classic,Classic,0.452878504992,0.0804734826088,0.00125276728068,0.980213522911,0.981483459473,0.0103992549703,0.947007238865,0.990590274334,0.987207770348,2000,54,2.937704908791403,-0.6510642869974788,0.2521298182621265,1.9874195228213178,1.0885026151419295,1,1
Confiésale,Alexander Abreu y Havana D'Primera,00d8cf65-3dc3-411c-bd86-e35dcc2d6888,2009,5.078203837083334,Electronic,Rhythmic,Jazz,0.415010124445,0.670382499695,0.461254537106,0.354296594858,0.733864545822,0.794039726257,0.859153628349,0.985545694828,0.0560960844159,2000,10,-0.2366795328630903,1.391875248285846,1.2621203108301524,0.41647366649094847,-0.776390910201183,0,1
Mamie's Blues,Jelly Roll Morton,0aa27066-f6b7-47ff-9390-2f116b9ed929,1994,2.838204193116667,Folkcountry,Classic,Jazz,0.559900224209,0.0738355219364,0.00189837510698,0.995769560337,0.999511301517,0.00922648236156,0.993891358376,0.971788346767,0.910287439823,1990,13,3.0801573453720916,-0.03840382888492721,-0.07177021971793274,0.04337330788187788,-1.1265070086841085,1,1
2012,Jay Sean & Nicki Minaj,0ef587a5-e6bb-4736-ac64-f787203afe40,2010,3.7041633606,Electronic,Pop,Jazz,0.210844576359,0.680091559887,0.293310552835,0.615892648697,0.0764480605721,0.998842537403,0.947812438011,0.992830336094,0.534755170345,2010,4,-1.035983095223854,0.7994181857825523,1.4164432133773845,0.563503854284233,-1.7631930695262668,0,1
Hard to Believe,Charly Bliss,1be8f389-e190-48b5-8fc6-befe00b58ef2,2019,3.7695556640666665,Electronic,Rock,Jazz,0.179181009531,0.686985373497,0.829779267311,0.00883518159389,0.0105355260894,0.890371382236,0.957757413387,0.964507877827,0.0306237693876,2010,15,-2.5786189628156735,1.7504032274876091,1.9626319060141317,0.7051066306114188,-0.3978894175905258,0,1
Close Enemies (Joker Remix),Example,0d33e2cb-d3d5-488f-9fbf-0dcf5332f4f0,2012,4.107755025233334,Electronic,Hip-Hop,Jazz,0.287963062525,0.241329088807,1.48779145093e-05,0.808817088604,0.00652100564912,3.00000096379e-14,0.670841157436,0.322173982859,0.975901722908,2010,27,0.4128396500362182,-1.5877814188355817,0.1919243685820968,0.7363216084606946,-0.14468353947235774,1,1
Hallelujah!,Dizzy Gillespie,0c144dbf-d739-47cb-a2f3-374249d1c4ab,1998,3.8935511271166665,Electronic,Jazz,Jazz,0.258082807064,0.518885970116,0.0588414147496,0.984610438347,0.749822318554,0.306835651398,0.3392175138,0.979905664921,0.996008574963,1990,11,1.3109221180935418,-0.07493800678161804,-0.5118099292431127,0.2891315864010672,-1.1864100587484525,1,1
